,bathrooms,bedrooms,interest_level,num_photos,num_features,num_description_words,created_month,created_day,neighbourhood,price
67935,1.5,2,low,9,4,119,5,22,Bedford Stuyvesant,2950
67955,1.0,1,low,4,0,91,5,19,Greenpoint,2550
67980,2.0,2,low,10,4,191,5,14,East Williamsburg,3595
67997,1.0,1,medium,6,3,118,5,17,Windsor Terrace,1900
68002,1.0,0,low,0,0,12,5,26,East Williamsburg,2550
68012,1.0,1,medium,10,1,35,5,17,Park Slope,2000
68029,2.0,4,low,1,1,4,5,20,Flatbush,3400
68092,2.0,2,low,12,13,241,5,10,Downtown,4000
68159,2.0,2,low,9,12,150,5,3,Downtown,3831
68193,1.0,2,low,8,3,41,5,18,Bedford Stuyvesant,2250
68226,1.0,1,high,6,1,49,5,13,Ocean Hill,1350
68248,1.0,1,medium,6,0,34,5,5,Boerum Hill,2500
68251,1.0,1,medium,6,2,41,5,21,Carroll Gardens,2300
68351,1.0,2,high,9,1,57,5,11,Bushwick,2900
68385,2.0,2,low,9,16,276,5,20,North Side,5092
68413,1.0,0,low,4,4,108,5,28,Prospect Heights,2050
68467,2.0,3,medium,7,2,79,5,17,Clinton Hill,3500
68491,1.0,2,low,5,4,61,5,19,Windsor Terrace,2800
68523,1.0,2,high,5,2,78,5,7,Weeksville,1800
68582,1.0,1,high,7,3,98,5,22,Bushwick,1750
68583,2.0,2,low,6,7,168,5,20,Crown Heights,3994
68602,1.0,1,medium,7,9,176,5,12,Williamsburg,2715
68619,1.0,2,high,15,6,44,5,8,Crown Heights,1985
68622,1.0,1,low,12,5,152,5,27,North Side,3200
68627,1.0,0,low,0,2,35,5,30,East Williamsburg,2200
68631,1.0,1,low,2,1,70,5,11,Fort Greene,1950
68652,2.0,4,low,6,4,119,5,13,Bedford Stuyvesant,3800
68653,1.0,2,high,10,1,49,5,4,Sunset Park,1800
68654,1.0,0,medium,5,3,121,5,24,Park Slope,2000
68672,2.0,2,medium,5,6,188,5,13,East Flatbush,1595
68692,2.0,3,low,14,10,283,5,11,Vinegar Hill,4707
68700,1.0,1,low,8,4,105,5,17,Prospect Heights,2675
68743,1.0,2,low,5,0,130,5,7,Clinton Hill,3300
68747,1.0,1,low,13,9,320,5,6,Gowanus,3037
68792,1.0,1,low,6,8,27,5,7,North Side,3047
68795,2.0,2,low,10,0,29,5,13,Crown Heights,3650
68828,1.0,1,low,11,1,96,5,10,Fort Hamilton,1900
68861,1.0,1,low,5,9,143,5,10,Dumbo,3708
68884,1.0,2,low,8,2,203,5,30,Fort Greene,2500
68909,1.0,1,low,6,15,246,5,19,Downtown,3095
68958,1.0,2,low,8,2,201,5,17,Fort Greene,2500
68971,1.0,1,low,2,3,128,5,18,Brooklyn Heights,2550
68974,1.0,2,medium,8,6,130,5,20,Brighton Beach,2050
68985,1.0,0,medium,11,14,217,5,11,North Side,2500
69038,1.0,1,low,11,2,40,5,5,Ocean Hill,2100
69046,1.0,2,low,6,4,173,5,5,Bushwick,2735
69056,1.0,2,medium,4,3,178,5,9,North Side,3200
69071,1.0,2,low,6,9,246,5,27,North Side,4595
69072,1.0,2,low,3,0,48,5,11,East Williamsburg,2199
69073,1.0,1,low,6,7,53,5,19,Dumbo,3570
69080,1.0,1,low,5,12,78,5,24,East Williamsburg,2799
69124,1.0,3,low,8,6,53,5,28,Ocean Hill,3349
69185,1.0,2,low,5,3,42,5,12,East Williamsburg,2350
69192,1.0,1,low,8,1,83,5,17,Park Slope,2400
69206,1.0,1,low,5,2,43,5,9,North Side,3400
69211,1.0,3,low,4,4,93,5,19,Bushwick,3700
69229,0.0,2,low,0,0,9,5,22,Clinton Hill,2200
69256,1.0,2,low,9,5,44,5,12,Bedford Stuyvesant,2475
69261,2.0,4,low,0,3,112,5,27,Flatbush,3250
69289,2.0,1,low,4,9,106,5,30,Dumbo,4140
69350,1.0,1,low,8,1,106,5,3,Park Slope,2900
69377,2.0,3,high,15,5,133,5,12,Wingate,2300
69387,1.0,1,high,3,2,116,5,3,Windsor Terrace,1995
69389,1.0,0,high,4,1,39,5,14,Prospect Park South,1400
69426,1.0,1,low,37,3,9,5,11,Downtown,3438
69457,1.0,0,low,9,1,50,5,12,Fort Greene,2000
69468,1.0,1,high,10,1,64,5,17,Bay Ridge,1450
69482,1.0,3,medium,9,5,119,5,20,Gowanus,3350
69579,1.0,0,low,0,3,9,5,14,Ditmas Park,1800
69581,1.0,0,low,5,3,47,5,2,North Side,2550
69659,1.0,1,low,3,0,135,5,9,Brooklyn Heights,2495
69672,2.0,2,medium,6,8,120,5,10,Clinton Hill,3395
69685,1.0,1,low,2,3,99,5,24,Clinton Hill,2300
69725,2.0,3,low,3,3,162,5,17,Downtown,5500
69738,1.0,3,high,9,3,67,5,17,Bushwick,2450
69739,2.0,3,low,0,1,2,5,14,Bushwick,2550
69807,1.0,3,medium,8,3,112,5,18,Cobble Hill,3850
69810,1.0,1,medium,8,2,81,5,15,Gowanus,2200
69896,1.0,1,low,5,1,43,5,12,East Williamsburg,2200
69897,1.0,1,high,5,2,101,5,2,Park Slope,2200
69908,1.0,2,low,3,1,16,5,13,Brighton Beach,2100
69952,1.0,2,medium,8,0,60,5,9,Dyker Heights,2395
69975,1.0,1,medium,7,12,120,5,21,Brooklyn Heights,3000
69982,1.0,1,low,6,2,149,5,14,Greenpoint,2660
70060,1.0,1,low,1,2,55,5,15,Wingate,1800
70081,1.0,1,low,4,2,70,5,27,Gowanus,3000
70090,1.0,0,high,11,12,83,5,23,Bushwick,1800
70093,1.0,1,medium,7,5,64,5,28,Park Slope,2500
70171,1.0,3,low,4,3,23,5,10,North Side,4000
70174,1.0,1,medium,6,12,196,5,18,Boerum Hill,3095
70179,1.0,1,high,7,2,46,5,20,Dyker Heights,1499
70190,2.0,2,low,0,4,2,5,13,North Side,4845
70215,1.0,2,low,7,6,81,5,18,Gowanus,3500
70217,1.0,2,high,6,2,42,5,5,Ditmas Park,1995
70226,2.0,2,low,8,3,61,5,23,Brooklyn Heights,3500
70227,1.0,0,low,2,12,142,5,4,Brooklyn Heights,3595
70229,1.0,2,low,0,1,1,5,3,Ocean Hill,2200
70246,1.0,3,low,11,11,155,5,7,North Side,5700
70293,1.0,2,low,4,3,52,5,20,Midwood,2850
70324,2.0,3,low,10,11,99,5,6,Clinton Hill,4795
70382,1.5,3,low,16,3,130,5,19,Prospect Heights,3400
70395,1.0,0,low,6,2,181,5,15,North Side,2814
70403,1.0,1,low,10,12,246,5,15,North Side,3195
70456,1.0,0,low,6,9,105,5,29,Brooklyn Heights,2650
70503,1.0,0,low,9,15,274,5,20,North Side,3031
70517,1.0,2,medium,6,5,261,5,23,Park Slope,3200
70620,1.0,1,low,8,10,84,5,10,Dumbo,3708
70703,1.0,0,medium,9,7,68,5,4,Downtown,2350
70713,1.0,1,high,12,9,83,5,12,Vinegar Hill,2750
70724,1.0,3,low,14,3,28,5,24,Bedford Stuyvesant,3800
70802,1.0,1,low,3,2,103,5,11,Brooklyn Heights,2100
70891,1.0,2,medium,9,1,22,5,18,Bushwick,1795
70950,2.0,2,medium,9,0,128,5,12,Boerum Hill,5050
70972,1.0,3,low,9,1,47,5,30,Ditmas Park,2800
70989,4.0,4,high,4,4,84,5,23,Brownsville,1503
71011,1.0,2,medium,5,1,36,5,8,North Side,3195
71064,1.0,1,medium,7,3,250,5,13,Boerum Hill,2600
71148,1.0,2,low,11,2,15,5,12,Weeksville,1820
71187,1.0,3,medium,15,0,40,5,7,Wingate,2000
71191,1.0,2,high,4,5,129,5,10,Gowanus,2521
71192,1.0,2,high,12,1,11,5,19,Bushwick,1795
71204,1.0,2,low,7,3,42,5,18,Windsor Terrace,3500
71270,1.0,1,low,6,5,62,5,5,Cobble Hill,2400
71277,2.0,4,medium,11,2,27,5,25,East Williamsburg,5300
71283,1.0,1,medium,8,5,35,5,15,Downtown,2765
71300,1.0,1,low,4,6,29,5,19,Downtown,2950
71322,1.0,3,medium,4,1,81,5,20,Bushwick,2400
71332,1.0,2,low,5,0,9,5,16,Bushwick,2500
71393,1.0,1,medium,5,6,78,5,6,Cobble Hill,2400
71510,1.0,2,low,0,3,9,5,22,Flatbush,2250
71524,1.0,1,low,0,1,1,5,7,Cobble Hill,2400
71530,1.0,2,low,5,1,70,5,5,Sunset Park,2000
71543,1.0,0,low,9,0,361,5,18,North Side,3100
71544,1.0,2,low,4,3,71,5,30,North Side,2400
71561,1.0,0,low,4,4,12,5,3,Cobble Hill,2050
71592,2.0,1,high,6,3,31,5,23,Bushwick,1950
71672,2.0,2,low,12,5,98,5,12,Prospect Lefferts Gardens,2800
71674,1.0,1,low,10,9,124,5,18,Downtown,3095
71686,1.0,1,low,9,8,70,5,10,South Side,2400
71688,1.0,2,medium,12,10,83,5,12,Vinegar Hill,3138
71779,2.0,3,medium,4,7,121,5,5,Bushwick,2800
71816,1.0,1,low,0,1,1,5,10,Boerum Hill,3640
71829,3.0,4,low,8,8,118,5,11,Wingate,5800
71834,1.0,2,medium,6,11,124,5,29,Downtown,2925
71848,1.0,1,medium,2,2,84,5,19,Park Slope,1850
71867,1.0,0,medium,6,3,48,5,12,Crown Heights,1900
71887,1.0,4,low,5,4,46,5,12,Bedford Stuyvesant,3200
71893,1.0,1,high,4,1,57,5,4,Ocean Hill,1350
71894,1.0,3,medium,7,3,171,5,2,Park Slope,3900
71910,1.0,2,low,0,4,152,5,5,Bushwick,2195
71921,1.0,2,low,0,1,4,5,15,Bushwick,1900
71994,2.0,3,medium,8,6,74,5,6,Ocean Hill,2600
72047,1.0,2,medium,5,0,39,5,4,Greenpoint,2500
72057,2.0,1,low,4,4,252,5,9,Dumbo,4130
72111,1.0,1,low,8,10,16,5,26,Prospect Lefferts Gardens,2695
72132,1.0,2,low,11,4,51,5,29,Prospect Lefferts Gardens,2550
72134,1.0,2,low,5,14,76,5,17,North Side,4475
72181,1.0,1,high,6,3,27,5,5,Ditmas Park,1625
72183,1.0,0,medium,4,7,104,5,27,Brooklyn Heights,2350
72187,1.0,2,low,5,3,53,5,11,Weeksville,2500
72213,1.0,1,low,3,3,76,5,27,Bedford Stuyvesant,2795
72238,1.0,2,high,5,4,42,5,27,Midwood,1825
72259,1.0,1,medium,7,5,164,5,15,South Side,2500
72309,1.0,2,high,6,3,91,5,20,Gowanus,2750
72316,1.0,2,low,17,1,9,5,10,Gowanus,2700
72439,1.0,4,low,0,1,105,5,7,Bushwick,3699
72462,1.0,1,low,5,3,56,5,11,Brooklyn Heights,2100
72494,1.0,0,low,9,7,27,5,11,Prospect Park South,1850
72520,1.0,0,medium,0,2,9,5,19,Dyker Heights,1375
72559,1.0,3,low,6,6,25,5,21,Bedford Stuyvesant,3650
72618,1.0,1,medium,1,0,104,5,25,Homecrest,1550
72635,1.0,2,low,11,3,211,5,6,Bushwick,2900
72640,1.0,1,low,4,3,108,5,3,Fort Greene,2600
72650,1.0,1,medium,3,1,185,5,3,Greenpoint,2000
72665,1.0,1,high,3,3,36,5,5,Bay Ridge,1450
72677,1.0,2,low,3,1,42,5,7,Gowanus,2475
72682,2.0,3,low,5,0,47,5,11,Bedford Stuyvesant,3000
72686,1.0,1,low,7,10,186,5,3,Bushwick,2040
72697,1.0,1,low,3,1,105,5,24,Weeksville,1375
72698,1.0,2,medium,11,7,242,5,10,South Side,2837
72707,1.0,2,low,5,1,111,5,10,Prospect Lefferts Gardens,2875
72724,1.0,0,low,5,6,212,5,10,Williamsburg,2850
72739,1.0,2,low,6,3,47,5,24,Prospect Park South,1900
72788,1.0,0,high,7,1,16,5,8,Sunset Park,1300
72820,1.0,2,low,9,3,242,5,3,Prospect Heights,3850
72829,1.0,2,medium,10,6,197,5,8,Windsor Terrace,2850
72872,2.0,4,low,5,2,102,5,18,Broadway Junction,3600
72912,1.0,2,low,8,5,66,5,23,Williamsburg,3660
72992,1.0,1,medium,4,2,46,5,17,Sunset Park,1550
72994,1.0,0,low,20,0,70,5,24,Boerum Hill,2615
73005,1.0,3,low,12,4,105,5,18,Greenpoint,3500
73013,2.0,4,high,5,3,122,5,19,Weeksville,2700
73025,1.0,2,low,6,3,115,5,19,Bushwick,2500
73063,1.0,2,medium,6,2,103,5,4,Park Slope,2700
73098,1.0,1,low,4,7,36,5,15,North Side,3337
73104,1.0,3,medium,9,1,60,5,19,Sunset Park,2200
73167,1.0,4,low,5,1,209,5,10,Boerum Hill,3499
73171,1.0,2,medium,7,4,119,5,7,Windsor Terrace,2600
73195,1.0,3,high,5,4,81,5,12,Crown Heights,2400
73253,1.0,3,low,12,5,123,5,3,Park Slope,3800
73273,1.0,2,medium,14,3,45,5,5,Prospect Heights,2395
73314,1.0,1,low,8,3,69,5,14,Bedford Stuyvesant,2795
73319,1.0,1,medium,5,3,160,5,18,Clinton Hill,2450
73345,1.0,1,high,3,3,73,5,14,Sunset Park,1400
73363,1.0,0,medium,4,3,78,5,22,Clinton Hill,1850
73373,1.0,1,medium,5,4,108,5,19,Boerum Hill,2650
73389,2.0,2,high,5,14,223,5,6,Downtown,2250
73395,1.0,1,medium,8,7,94,5,28,Flatbush,1900
73415,1.0,2,low,4,4,37,5,7,North Side,2950
73440,1.0,3,low,9,5,120,5,11,Prospect Heights,3800
73599,1.0,2,low,0,4,68,5,22,Bedford Stuyvesant,2400
73607,1.0,1,high,7,4,67,5,21,Prospect Lefferts Gardens,2500
73615,1.0,3,low,8,1,77,5,12,Greenpoint,3116
73643,1.0,3,low,4,1,9,5,17,Park Slope,3600
73648,1.0,0,low,10,1,159,5,14,North Side,2700
73667,1.0,2,low,8,5,77,5,20,Carroll Gardens,3000
73694,1.0,1,low,8,11,153,5,9,Downtown,2825
73713,1.0,1,medium,6,1,90,5,13,Brooklyn Heights,2400
73735,1.0,2,low,10,3,73,5,16,Ocean Hill,1850
73736,1.5,3,low,0,1,23,5,14,Weeksville,2350
73742,1.0,2,high,5,0,81,5,15,East Williamsburg,1700
73775,1.0,3,low,0,0,2,5,5,Gravesend,1850
73796,2.0,3,low,5,3,54,5,6,Clinton Hill,4695
73810,2.0,1,low,5,4,125,5,4,Dumbo,4100
73819,1.0,1,low,8,3,192,5,15,Bedford Stuyvesant,2199
73837,1.0,2,low,6,7,97,5,5,East Williamsburg,3650
73887,1.0,2,high,15,4,105,5,7,Greenpoint,2700
73912,1.0,2,low,0,3,11,5,7,Gowanus,2600
73916,1.0,0,high,6,16,62,5,3,Bedford Stuyvesant,1899
73958,1.0,1,medium,2,1,113,5,20,Bedford Stuyvesant,1799
73959,1.0,1,low,8,4,202,5,24,Gowanus,2550
74032,2.0,2,low,7,4,100,5,2,North Side,4845
74058,1.0,1,low,8,3,113,5,25,Crown Heights,1600
74069,1.0,2,low,6,1,46,5,2,East Williamsburg,2600
74070,1.0,1,low,7,13,128,5,24,Downtown,3225
74084,1.5,3,low,7,6,186,5,3,Bushwick,2999
74165,1.0,1,low,6,3,117,5,26,Prospect Heights,2050
74180,1.0,2,low,7,6,46,5,13,Dumbo,5815
74236,2.0,3,medium,4,4,92,5,12,Bushwick,2935
74237,1.0,3,medium,8,3,73,5,14,Crown Heights,2500
74245,1.0,2,low,5,2,41,5,26,Prospect Lefferts Gardens,2495
74249,1.0,0,medium,3,14,160,5,20,North Side,2703
74273,1.0,3,low,8,5,67,5,2,Bushwick,3391
74310,1.0,2,high,5,4,131,5,10,Bedford Stuyvesant,2150
74314,1.0,1,low,5,3,43,5,2,Sunset Park,1600
74317,1.0,1,low,6,0,186,5,3,Prospect Heights,2200
74363,1.0,1,low,6,5,68,5,11,Gowanus,2400
74367,1.0,3,medium,11,5,47,5,10,Weeksville,2300
74445,1.0,0,high,1,3,76,5,2,Prospect Heights,1550
74462,1.0,2,medium,8,0,139,5,20,Ocean Hill,2200
74490,1.0,1,high,12,11,201,5,19,Vinegar Hill,2492
74507,1.0,1,medium,0,2,21,5,14,Brooklyn Heights,2150
74515,1.0,1,low,5,6,271,5,16,Prospect Heights,2500
74529,2.0,3,low,6,4,158,5,13,North Side,6400
74552,1.0,1,medium,11,4,76,5,24,Sunset Park,2300
74564,2.0,2,low,13,6,237,5,2,North Side,6115
74571,1.0,1,low,1,0,26,5,16,Ocean Hill,1900
74582,1.0,3,low,5,4,31,5,10,Boerum Hill,3500
74587,1.0,1,medium,5,2,121,5,19,Williamsburg,2000
74617,1.0,0,low,0,3,1,5,12,Prospect Park South,1450
74618,1.0,1,medium,6,5,159,5,5,Boerum Hill,2865
74619,1.0,2,medium,8,3,105,5,3,East Williamsburg,3200
74671,2.0,4,low,8,3,54,5,15,Bedford Stuyvesant,3700
74703,1.0,1,low,5,2,37,5,2,North Side,3300
74758,1.0,2,medium,7,3,50,5,12,Ocean Hill,1800
74777,2.0,3,high,12,10,83,5,12,Vinegar Hill,4153
74822,1.0,3,low,11,1,24,5,5,Ridgewood,2400
74830,1.0,1,low,8,11,211,5,10,South Side,3300
74837,1.0,2,low,9,7,199,5,4,South Side,3399
74850,1.0,3,low,7,3,50,5,24,Boerum Hill,3500
74888,1.0,0,high,12,5,99,5,16,Clinton Hill,1797
74915,1.0,0,low,3,4,119,5,10,Brooklyn Heights,2890
74958,1.0,2,low,8,6,102,5,16,Clinton Hill,3000
74963,2.0,2,low,12,5,85,5,12,Prospect Lefferts Gardens,2800
74996,1.0,1,low,5,6,31,5,25,North Side,2800
75039,1.0,3,low,8,5,105,5,17,Bedford Stuyvesant,2800
75048,1.0,2,low,11,2,15,5,14,Weeksville,1820
75131,1.0,2,medium,9,3,30,5,27,Weeksville,1900
75162,1.0,3,medium,12,0,45,5,19,Bay Ridge,2200
75178,1.0,0,high,11,12,82,5,22,Bushwick,1800
75200,1.0,3,low,8,2,96,5,26,Bushwick,3700
75223,2.0,3,low,10,16,120,5,13,Downtown,5500
75247,1.0,3,low,7,0,29,5,16,Ocean Parkway,2500
75281,1.0,2,medium,9,3,79,5,24,Bushwick,1900
75321,1.5,3,low,7,3,70,5,5,Park Slope,4500
75334,1.0,0,low,0,1,1,5,4,Bay Ridge,1375
75355,1.0,2,low,12,0,9,5,28,Gowanus,3000
75398,1.0,1,low,7,2,80,5,18,Clinton Hill,2300
75431,1.0,0,low,2,3,129,5,13,Brooklyn Heights,2100
75515,1.0,1,low,4,2,87,5,4,Fort Greene,2600
75539,1.0,3,low,10,7,42,5,26,Bedford Stuyvesant,2600
75568,1.0,2,low,1,2,35,5,24,Bushwick,3200
75592,2.0,2,low,12,7,138,5,19,Prospect Lefferts Gardens,2612
75612,1.0,3,low,6,2,47,5,24,North Side,5400
75747,1.0,1,low,0,6,13,5,18,Brooklyn Heights,2600
75780,1.0,2,high,6,4,116,5,3,East Flatbush,1800
75788,1.0,2,medium,2,2,45,5,5,North Side,3400
75828,1.0,2,low,10,4,47,5,7,Bushwick,2600
75873,1.0,2,low,11,3,121,5,7,North Side,3200
75896,2.0,4,low,12,4,38,5,27,Bedford Stuyvesant,3700
75905,1.0,2,medium,3,3,52,5,16,Ocean Parkway,2400
75921,1.0,1,low,5,3,143,5,27,Windsor Terrace,1975
75951,1.0,3,low,4,3,76,5,18,Bedford Stuyvesant,3000
75981,1.0,0,medium,1,10,205,5,11,Downtown,2520
76067,1.0,2,high,4,2,52,5,24,Carroll Gardens,2100
76110,2.0,3,low,0,1,1,5,18,Windsor Terrace,4000
76170,1.0,2,high,5,0,56,5,11,Bay Ridge,2200
76199,1.0,2,low,11,3,103,5,3,Brighton Beach,2600
76213,1.0,2,high,3,4,55,5,11,Prospect Heights,1700
76244,2.0,2,low,15,5,166,5,25,Prospect Lefferts Gardens,4015
76322,1.0,1,low,6,1,183,5,26,Park Slope,2690
76327,1.0,1,low,1,3,83,5,13,Prospect Heights,2950
76335,1.0,2,low,11,0,48,5,10,Park Slope,3500
76410,1.0,4,low,7,2,84,5,7,North Side,5500
76440,1.0,3,low,11,3,49,5,12,Bushwick,3300
76442,2.0,3,medium,4,1,29,5,6,Bushwick,2550
76452,1.0,2,low,6,8,56,5,4,North Side,3400
76462,1.0,2,low,8,2,61,5,8,Ocean Hill,2100
76532,1.0,2,medium,6,0,21,5,9,Sunset Park,2000
76580,1.0,0,high,6,4,86,5,21,Prospect Lefferts Gardens,1846
76591,2.0,2,low,12,6,30,5,18,Crown Heights,3000
76614,2.0,3,low,13,1,9,5,27,Park Slope,3900
76745,3.0,3,low,27,0,246,5,17,Boerum Hill,6895
76769,1.0,1,medium,5,3,26,5,2,Crown Heights,1875
76806,1.0,2,low,9,3,124,5,14,Bushwick,2600
76807,1.0,1,medium,6,0,88,5,27,Windsor Terrace,2200
76815,1.0,1,low,6,2,52,5,26,Ocean Hill,1700
76853,1.0,1,high,4,2,86,5,27,Park Slope,2550
76881,2.0,3,medium,7,13,102,5,17,Downtown,3695
76882,1.0,1,low,0,1,37,5,20,Ocean Parkway,1600
76903,1.0,3,low,5,1,84,5,12,Bedford Stuyvesant,2850
76912,1.0,1,medium,6,7,46,5,25,North Side,2800
76917,2.0,2,low,37,3,9,5,3,Downtown,4885
76966,5.0,5,low,6,5,200,5,19,Clinton Hill,14500
76968,1.0,2,high,0,2,1,5,11,Crown Heights,1812
76984,1.0,3,medium,4,2,143,5,20,Park Slope,3600
77007,2.0,3,low,18,8,87,5,11,Bedford Stuyvesant,4000
77008,1.0,2,low,9,14,157,5,12,Dumbo,5100
77019,1.0,1,low,7,3,115,5,29,Hunters Point,3300
77101,1.0,1,low,6,1,9,5,5,Cobble Hill,2400
77106,1.0,2,low,8,5,190,5,10,Prospect Heights,2600
77168,1.0,2,medium,9,2,192,5,13,Gravesend,2030
77226,1.0,1,medium,0,3,1,5,12,Sunset Park,1550
77242,1.0,2,low,12,4,42,5,28,Park Slope,2600
77246,1.0,1,low,9,4,59,5,15,Prospect Heights,2200
77249,1.0,0,low,4,3,31,5,26,East Williamsburg,1950
77297,1.0,2,low,6,7,163,5,27,Brooklyn Heights,5010
77306,1.0,1,medium,8,2,24,5,16,Broadway Junction,1450
77315,1.0,1,medium,6,0,158,5,25,Dyker Heights,1500
77329,1.0,0,low,2,12,142,5,27,Brooklyn Heights,3595
77334,2.0,3,medium,12,5,94,5,25,Bedford Stuyvesant,3300
77388,1.0,0,low,2,4,112,5,12,Brooklyn Heights,2300
77419,1.0,3,medium,12,6,146,5,11,Weeksville,2450
77426,1.0,2,low,7,1,98,5,18,Bushwick,2600
77547,2.0,2,low,13,5,327,5,12,Gowanus,4795
77589,1.0,3,medium,11,2,159,5,5,Ditmas Park,3450
77610,1.0,0,low,6,5,139,5,23,North Side,2724
77665,1.0,2,low,6,4,73,5,6,Williamsburg,3700
77699,1.0,2,low,7,5,57,5,11,Prospect Heights,3350
77711,1.0,2,high,8,1,30,5,25,Weeksville,1650
77828,1.0,2,low,4,1,127,5,8,Bushwick,1750
77898,1.0,2,low,0,1,70,5,11,North Side,5400
77911,1.0,3,low,7,10,98,5,12,Greenpoint,4500
77939,1.0,2,medium,10,1,121,5,30,Prospect Heights,2500
77973,1.0,3,high,3,2,33,5,6,Ditmas Park,1995
77975,1.5,1,low,7,3,82,5,23,Dumbo,5800
78042,1.0,0,high,6,7,133,5,6,Downtown,2132
78077,1.0,2,medium,6,2,99,5,13,Gowanus,2700
78082,1.0,0,low,4,4,46,5,2,North Side,2740
78119,1.0,0,high,3,3,104,5,19,Park Slope,2245
78147,2.0,3,low,8,5,89,5,5,Prospect Lefferts Gardens,3000
78158,1.0,0,low,4,5,98,5,20,Fort Greene,2500
78217,2.0,2,low,7,14,240,5,3,Downtown,3700
78246,1.0,0,low,4,3,165,5,10,Downtown,2575
78270,1.0,2,low,5,2,43,5,6,North Side,4450
78276,1.0,1,high,7,5,64,5,19,Clinton Hill,2200
78283,0.0,0,low,24,10,342,5,28,North Side,2900
78357,1.0,2,medium,8,3,60,5,21,Broadway Junction,1550
78358,1.0,2,low,11,5,59,5,19,Bushwick,3500
78359,1.0,4,low,9,2,22,5,29,Broadway Junction,3000
78394,1.0,3,medium,4,0,30,5,24,East Williamsburg,2499
78463,1.0,2,medium,9,3,71,5,19,Prospect Lefferts Gardens,2200
78464,1.0,2,high,6,8,100,5,2,Prospect Heights,2699
78528,1.0,3,low,8,5,153,5,13,Bushwick,3200
78629,1.0,2,medium,4,3,9,5,5,Borough Park,1750
78631,1.0,1,low,7,5,88,5,8,Bushwick,2050
78638,1.0,1,low,6,5,56,5,12,Bedford Stuyvesant,2200
78642,1.0,1,low,9,2,46,5,3,Ditmas Park,2100
78653,1.0,3,low,5,1,121,5,3,Ridgewood,2400
78671,1.0,2,low,13,1,37,5,14,Ocean Hill,2150
78689,1.0,1,high,3,5,100,5,16,Brownsville,1250
78708,2.0,2,medium,15,4,180,5,18,North Side,4215
78915,1.0,2,low,4,12,274,5,5,Ditmas Park,2650
79020,1.0,1,low,4,0,53,5,25,North Side,2765
79034,1.0,1,low,4,4,96,5,12,Prospect Heights,2200
79046,1.0,0,low,6,4,126,5,20,Williamsburg,2950
79094,1.0,1,medium,6,0,100,5,5,Bedford Stuyvesant,1900
79099,1.0,2,medium,8,8,119,5,12,South Side,3400
79141,2.0,2,medium,5,6,152,5,14,East Flatbush,1595
79181,1.5,3,low,16,2,40,5,5,Boerum Hill,3700
79182,1.0,3,medium,4,2,53,5,5,Prospect Heights,2600
79225,1.0,2,high,0,0,4,5,20,East Flatbush,1700
79231,1.0,1,low,8,2,63,5,7,Prospect Park South,1650
79250,1.0,1,medium,10,1,54,5,4,Park Slope,2000
79253,1.0,3,low,3,0,118,5,18,Bushwick,2300
79286,1.0,2,low,0,4,35,5,17,Bedford Stuyvesant,2600
79296,1.0,0,low,6,4,71,5,12,Downtown,2675
79333,1.0,1,medium,3,8,111,5,18,Brighton Beach,1850
79371,1.0,2,low,7,4,286,5,19,Clinton Hill,2745
79411,1.0,1,low,5,3,70,5,12,Park Slope,2300
79413,1.0,3,low,1,8,180,5,27,Brooklyn Heights,4950
79430,1.0,1,medium,3,6,27,5,13,Brighton Beach,1595
79438,1.0,0,medium,3,3,24,5,17,Park Slope,1900
79463,1.0,2,low,4,4,9,5,3,Dumbo,5990
79464,1.0,2,medium,6,4,99,5,29,Bushwick,2250
79478,1.5,2,medium,2,7,24,5,17,Gravesend,2050
79486,1.0,1,low,9,2,36,5,24,Ocean Hill,1800
79518,1.0,3,low,11,4,110,5,15,Kensington,3500
79520,1.0,2,low,10,3,105,5,5,Bushwick,2900
79526,2.0,1,low,4,5,252,5,20,Dumbo,4130
79605,2.0,4,low,10,1,54,5,24,Bedford Stuyvesant,3750
79609,1.0,0,low,0,3,9,5,19,Prospect Lefferts Gardens,1375
79612,1.0,1,medium,8,3,176,5,5,Boerum Hill,2250
79625,1.0,1,medium,9,19,116,5,13,East Williamsburg,2750
79647,1.0,0,medium,8,4,81,5,13,Prospect Park South,1850
79648,1.0,3,low,4,0,104,5,22,Park Slope,3600
79689,1.0,2,medium,7,2,32,5,5,Bushwick,1800
79696,1.0,1,high,3,1,92,5,10,Crown Heights,1500
79712,1.0,0,medium,2,6,40,5,12,Brighton Beach,1550
79810,1.0,0,low,0,2,47,5,4,Fort Greene,1795
79868,1.0,1,medium,6,5,49,5,2,Brooklyn Heights,3100
79878,1.0,1,low,8,4,321,5,27,Bedford Stuyvesant,2500
79909,1.0,2,medium,11,6,161,5,11,Weeksville,1950
79956,1.0,1,low,8,3,61,5,24,Windsor Terrace,2300
79967,1.0,1,low,3,3,63,5,7,Boerum Hill,2150
79978,1.0,1,low,2,2,106,5,30,Downtown,2925
79985,1.0,0,low,6,3,55,5,16,Brooklyn Heights,2150
79988,1.0,1,low,1,3,16,5,13,Brighton Beach,1650
79994,1.0,1,low,9,0,39,5,28,Prospect Heights,2150
80004,2.0,2,low,1,5,4,5,20,Brighton Beach,2450
80106,1.0,3,medium,12,2,146,5,27,Weeksville,2450
